	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4472255.3	mgm4472304.3	mgm4472305.3	mgm4472312.3	mgm4472337.3	mgm4472353.3	mgm4472361.3	mgm4472397.3	mgm4472419.3	mgm4472428.3	mgm4472444.3	mgm4472462.3	mgm4472464.3	mgm4472467.3	mgm4472473.3	mgm4472484.3	mgm4472495.3	mgm4472580.3	mgm4472586.3	mgm4472682.3	mgm4472751.3	mgm4472934.3	mgm4473326.3	mgm4473472.3	mgm4473666.3	mgm4478487.3	mgm4478571.3	median	mean	sd	F_stat	p	bonferroni_p	BH_p
Respiratory_dehydrogenases_1	0	0	0	0	0	0	0	0	0	0	23855	0	0	0	32130	0	0	0	0	0	0	0	0	0	0	0	18872	0	0	18065	0	3097.4	8296.40123726277	4.17718188463809e-31	1	1	1
Arsenic_resistance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	101	0	6.8	25.8795619000386	1.63760486122038e-31	1	1	1
CBSS-194948.1.peg.143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	194	0	11.6666666666667	44.6784167080732	1.52624730318116e-31	1	1	1
Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis	0	0	0	0	0	0	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	0	0	0	32.6333333333333	124.248494983831	1.54722775480234e-31	1	1	1
Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase	0	0	0	0	0	0	91041	0	0	0	0	85999	0	0	102624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9322.13333333333	28532.4449086363	1.6579411473894e-31	1	1	1
Hfl_operon	0	0	0	0	0	0	1147	0	0	0	990	0	2448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152.833333333333	511.5113564879	1.9077867891118e-31	1	1	1
Synechocystis_experimental	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0.233333333333333	0.897634182970313	1.56008567706255e-31	1	1	1
ZZ_gjo_need_homes	0	0	0	0	0	0	0	0	0	0	26978	49352	0	31003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3577.76666666667	11357.2185269024	1.54794820368301e-31	1	1	1
BarA-UvrY(SirA)_two-component_regulatory_system	0	0	0	0	0	0	0	0	0	0	40970	58445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34396	0	0	0	4460.36666666667	13995.8092458824	1.46779989303077e-31	1	1	1
Benzoate_catabolism	0	0	0	0	0	0	6	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	3.95099289136113	1.09781835716642e-31	1	1	1
Beta-lactamase	0	0	0	0	0	0	0	0	0	0	0	145	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.4	78.0179466533182	1.44653607581548e-31	1	1	1
CBSS-280355.3.peg.2835	0	0	0	0	0	0	533	0	0	0	900	1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.5	276.671440894966	6.36812789854184e-32	1	1	1
CBSS-316057.3.peg.659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11663	0	0	0	0	0	0	0	0	11571	0	0	0	0	0	0	0	774.466666666667	2947.35212238601	3.59133870546651e-32	1	1	1
CBSS-354.1.peg.2917	0	0	0	0	0	0	18517	0	0	0	4844	0	42674	0	23726	0	0	0	0	0	0	0	0	20573	0	0	0	0	0	0	0	3677.8	9769.4084824288	1.33888669310069e-31	1	1	1
CBSS-87626.3.peg.3639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	725	0	0	681	0	46.8666666666667	178.450366582233	3.82688631454974e-32	1	1	1
Choline_Transport	0	0	0	0	0	0	745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	0	861	0	76.4	234.287857133058	5.68356530684166e-32	1	1	1
Coenzyme_F420_synthesis	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0.5	2.1131770492269	6.66267656436665e-32	1	1	1
DNA_Repair_Base_Excision	0	0	0	0	0	0	0	0	0	0	11574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385.8	2113.11362685493	5.65926111584713e-32	1	1	1
Erythromycin_resistance	0	0	0	0	0	0	0	0	0	0	292	218	240	0	275	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	36.0666666666667	89.1023949263385	1.24333086225579e-31	1	1	1
Galactosylceramide_and_Sulfatide_metabolism	0	0	0	0	0	0	1893	0	0	0	2563	3147	3563	2514	1790	0	0	0	0	0	0	0	0	0	0	0	0	4825	0	0	0	676.5	1336.83039313145	1.11724332192666e-31	1	1	1
Glutathione:_Biosynthesis_and_gamma-glutamyl_cycle	0	0	0	0	0	0	0	0	0	0	0	11089	0	0	13639	0	0	0	0	0	0	0	0	0	0	0	6560	0	0	6525	0	1260.43333333333	3458.80536166536	1.04310531738606e-31	1	1	1
Heme,_hemin_uptake_and_utilization_systems_in_GramNegatives	0	0	0	0	0	0	0	0	0	0	8193	0	0	0	8949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	571.4	2176.79700794381	9.48084493446894e-32	1	1	1
Histidine_Degradation	0	0	0	0	0	0	5665	0	0	0	9119	11266	10191	0	6414	0	0	0	0	0	0	0	0	0	0	0	6556	8329	0	4737	0	2075.9	3679.7617084581	1.32709956484896e-31	1	1	1
Lipopolysaccharide_assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13667	0	1196.7	4691.05869346326	8.16584561638056e-32	1	1	1
Lipopolysaccharide-related_cluster_in_Alphaproteobacteria	0	0	0	0	0	0	0	0	0	0	1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	191.702895126808	7.46114747795243e-32	1	1	1
Methicillin_resistance_in_Staphylococci	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7938	0	264.6	1449.27388715867	4.49308732719188e-32	1	1	1
Niacin-Choline_transport_and_metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	776	0	0	0	25.8666666666667	141.677568208003	4.91771414669352e-32	1	1	1
Peripheral_Glucose_Catabolism_Pathways	0	0	0	0	0	0	18	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46666666666667	10.6309026876377	4.21211479639794e-32	1	1	1
Phage_neck_proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0.912870929175277	3.21324808376662e-32	1	1	1
Phd-Doc,_YdcE-YdcD_toxin-antitoxin_(programmed_cell_death)_systems	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0.912870929175277	3.21324808376662e-32	1	1	1
Phosphate_metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1440.5	7889.94344086192	8.01849047621533e-32	1	1	1
Ribonuclease_H	0	0	0	0	0	0	2314	0	0	0	1222	3813	0	0	1738	0	0	0	0	0	0	0	0	0	0	0	1968	0	0	1809	0	428.8	947.536093389514	3.12731336157342e-32	1	1	1
Ribosome_LSU_mitochondrial	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0.333333333333333	1.06133726101046	6.60318838075624e-32	1	1	1
RNA_methylation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2635.56666666667	14435.5931514203	4.69490924950655e-32	1	1	1
RNA_polymerase_III	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	1.82574185835055	3.21324808376662e-32	1	1	1
YbbK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11663	0	0	0	0	0	0	0	0	11571	0	0	0	0	0	0	0	774.466666666667	2947.35212238601	3.59133870546651e-32	1	1	1
YgfZ-Iron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441.733333333333	2419.47311068615	1.04456359712029e-31	1	1	1
Acetyl-CoA_fermentation_to_Butyrate	0	0	0	0	0	0	5114	0	0	0	5363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349.233333333333	1329.45214755691	2.82419693818036e-32	1	1	1
Bacterial_Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44814	0	0	0	1493.8	8181.87956401217	1.86412161143783e-32	1	1	1
CoA-disulfide_reductase_(EC_1.8.1.14)_containing_cluster	0	0	0	0	0	0	233	0	0	0	1180	0	2292	0	718	0	0	0	0	0	0	0	0	0	0	0	1456	2266	0	1414	0	318.633333333333	680.358652037511	2.69590498817122e-32	1	1	1
COG3760	0	0	0	0	0	0	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.9	92.5651122183731	1.74229573880503e-32	1	1	1
Fatty_acid_degradation_regulons	0	0	0	0	0	0	421	0	0	0	0	0	0	0	1675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.8666666666667	312.742345570029	1.7941946762107e-32	1	1	1
Housecleaning_nucleoside_triphosphate_pyrophosphatases	0	0	0	0	0	0	0	0	0	0	0	0	19734	4202	0	0	0	0	0	0	0	0	0	15722	0	0	0	0	0	0	0	1321.93333333333	4555.57109431982	2.16469767076243e-32	1	1	1
Isoleucine_degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14586	0	0	0	0	0	0	0	0	12238	0	0	0	0	0	0	0	894.133333333333	3416.67214308504	2.6724759243347e-32	1	1	1
Omega-amidase	0	0	0	0	0	0	0	0	0	0	0	0	0	617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.5666666666667	112.648272660229	2.40088514784817e-32	1	1	1
Purine_Utilization	0	0	0	0	0	0	0	0	0	0	3707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.566666666667	676.80250689055	1.53242424958773e-32	1	1	1
Two_cell_division_clusters_relating_to_chromosome_partitioning	0	0	0	0	0	0	0	0	0	0	24635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	821.166666666667	4497.71506804659	2.22074671626237e-32	1	1	1
YggW	0	0	0	0	0	0	14888	0	0	0	0	0	35747	0	17545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2272.66666666667	7548.41194686275	1.40168102336109e-32	1	1	1
Anaerobic_benzoate_metabolism	0	0	0	0	0	0	1512	0	0	0	0	0	7299	0	3884	0	0	0	0	0	0	0	0	0	0	0	0	4794	0	0	0	582.966666666667	1696.18164453704	1.08436551270013e-33	1	1	1
Bacterial_Chemotaxis	0	0	0	0	0	0	2597	0	0	0	0	5424	9832	0	6664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	817.233333333333	2328.27592989902	2.30203281226089e-33	1	1	1
Biogenesis_of_c-type_cytochromes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409.4	2242.37615042615	9.92712444796219e-33	1	1	1
BlaR1_Family_Regulatory_Sensor-transducer_Disambiguation	0	0	0	0	0	0	0	0	0	0	0	1872	0	0	0	0	0	0	0	0	0	0	0	1165	0	0	0	1220	0	0	0	141.9	445.124573807037	9.84095601373717e-34	1	1	1
Branched_chain_amino_acid_degradation_regulons	0	0	0	0	0	0	25186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	839.533333333333	4598.3134444417	9.44285336387337e-33	1	1	1
CBSS-160492.1.peg.550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2713	0	0	0	90.4333333333333	495.323766170505	7.15261104496695e-33	1	1	1
CBSS-198094.1.peg.4426	0	0	0	0	0	0	0	0	0	0	1222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.7333333333333	223.105655090438	8.81377162757257e-33	1	1	1
CBSS-203122.12.peg.188	0	0	0	0	0	0	0	0	0	0	0	243	1066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	51.5666666666667	201.055436399385	1.205893071161e-33	1	1	1
CBSS-262316.1.peg.2929	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266666666666667	1.46059348668044	8.71649328278706e-33	1	1	1
CBSS-83331.1.peg.3039	0	0	0	0	0	0	22469	0	0	0	13316	17726	46511	25612	25303	0	0	0	0	0	0	0	0	34319	0	0	0	20121	0	0	0	6845.9	12638.9250480001	4.99965576652721e-33	1	1	1
CBSS-84588.1.peg.1247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.833333333333	722.080904977644	0	1	1	1
Chorismate_Synthesis	0	0	0	0	0	0	28823	0	0	0	23383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16944	0	0	0	2305	7204.49668968792	9.6168558290903e-34	1	1	1
Histidine_Biosynthesis	0	0	0	0	0	0	15649	0	0	0	0	0	0	0	17236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1096.16666666667	4176.79738789664	2.86123533970112e-33	1	1	1
Multidrug_Resistance_Efflux_Pumps	0	0	0	0	0	0	0	0	0	0	933	0	2290	0	798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134.033333333333	462.841484992308	8.19178197805812e-33	1	1	1
Peptidoglycan_Biosynthesis	0	0	0	0	0	0	86746	0	0	0	68544	113173	193466	0	97085	0	0	0	0	0	0	0	0	0	0	0	0	91375	0	0	0	21679.6333333333	47754.7839607382	5.60333507364066e-33	1	1	1
Phage_integration_and_excision	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.566666666666667	3.10376115919594	2.77962637004033e-33	1	1	1
Phage_replication	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.566666666666667	3.10376115919594	2.77962637004033e-33	1	1	1
Phenol_hydroxylase	0	0	0	0	0	0	38	0	0	0	0	0	1382	0	0	0	0	0	0	0	0	0	0	727	0	0	0	0	0	0	0	71.5666666666667	280.777453085036	6.18323824474178e-34	1	1	1
Phenylalanine_and_Tyrosine_Branches_from_Chorismate	0	0	0	0	0	0	0	0	0	0	1492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.7333333333333	272.400685265903	5.91243744614175e-33	1	1	1
Poly-gamma-glutamate_biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	5.26666666666667	28.8467213619387	9.15308610448218e-34	1	1	1
Potassium_homeostasis	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.73333333333333	42.3572111137328	1.69810970208303e-33	1	1	1
Proteasome_eukaryotic	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133333333333333	0.730296743340221	8.71649328278706e-33	1	1	1
Quinate_degradation	0	0	0	0	0	0	0	0	0	0	0	0	1193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.7666666666667	217.811003701221	1.02749758171527e-33	1	1	1
Siderophore_Achromobactin	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133333333333333	0.507416263404925	0	1	1	1
Tryptophan_synthesis	0	0	0	0	0	0	39010	0	0	0	23305	31627	60845	0	37052	0	0	0	0	0	0	0	0	0	0	0	0	14350	0	0	0	6872.96666666667	15457.3131436075	3.34266127375578e-33	1	1	1
