	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4472255.3	mgm4472304.3	mgm4472305.3	mgm4472312.3	mgm4472337.3	mgm4472353.3	mgm4472361.3	mgm4472397.3	mgm4472419.3	mgm4472428.3	mgm4472444.3	mgm4472462.3	mgm4472464.3	mgm4472467.3	mgm4472473.3	mgm4472484.3	mgm4472495.3	mgm4472580.3	mgm4472586.3	mgm4472682.3	mgm4472751.3	mgm4472934.3	mgm4473326.3	mgm4473472.3	mgm4473666.3	mgm4478487.3	mgm4478571.3	median	mean	sd	chi-squared_stat	p	bonferroni_p	BH_p
Poly-gamma-glutamate_biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	5.26666666666667	28.8467213619387	1.99999999999994	0.367879441171453	1	0.386222460398838
Potassium_homeostasis	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.73333333333333	42.3572111137328	1.99999999999994	0.367879441171453	1	0.386222460398838
Proteasome_eukaryotic	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133333333333333	0.730296743340221	1.99999999999994	0.367879441171453	1	0.386222460398838
Protein_Acetylation_and_Deacetylation_in_Bacteria	0	0	0	0	10577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352.566666666667	1931.08716357738	1.99999999999994	0.367879441171453	1	0.386222460398838
Protocatechuate_branch_of_beta-ketoadipate_pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	4.06666666666667	22.2740506718768	1.99999999999994	0.367879441171453	1	0.386222460398838
Proton-dependent_Peptide_Transporters	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303.566666666667	1662.70311039985	1.99999999999994	0.367879441171453	1	0.386222460398838
Purine_Utilization	0	0	0	0	0	0	0	0	0	0	3707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.566666666667	676.80250689055	1.99999999999994	0.367879441171453	1	0.386222460398838
Quinate_degradation	0	0	0	0	0	0	0	0	0	0	0	0	1193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.7666666666667	217.811003701221	1.99999999999994	0.367879441171453	1	0.386222460398838
Quinone_oxidoreductase_family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.16666666666667	28.2989988044336	1.99999999999994	0.367879441171453	1	0.386222460398838
Rcs_phosphorelay_signal_transduction_pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.5666666666667	479.62238618869	1.99999999999994	0.367879441171453	1	0.386222460398838
Recycling_of_Peptidoglycan_Amino_Sugars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.4	747.093568437047	1.99999999999994	0.367879441171453	1	0.386222460398838
RNA_methylation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2635.56666666667	14435.5931514203	1.99999999999994	0.367879441171453	1	0.386222460398838
RNA_polymerase_III	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	1.82574185835055	1.99999999999994	0.367879441171453	1	0.386222460398838
Salmochelin-mediated_Iron_Acquisition	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10.9544511501033	1.99999999999994	0.367879441171453	1	0.386222460398838
Siderophore_Staphylobactin	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.366666666666667	2.00831604418561	1.99999999999994	0.367879441171453	1	0.386222460398838
Siderophore_Yersiniabactin_Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0.466666666666667	2.55603860169078	1.99999999999994	0.367879441171453	1	0.386222460398838
SLO-NADGH_Locus	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	1.09544511501033	1.99999999999994	0.367879441171453	1	0.386222460398838
Small_acid-soluble_spore_proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0.133333333333333	0.730296743340221	1.99999999999994	0.367879441171453	1	0.386222460398838
Staphylococcus_Two-component_and_Pore-forming_Cytolysins	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133333333333333	0.730296743340221	1.99999999999994	0.367879441171453	1	0.386222460398838
Symbiotic_colonization_and_sigma-dependent_biofilm_formation_gene_cluster	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266666666666667	1.46059348668044	1.99999999999994	0.367879441171453	1	0.386222460398838
Taurine_Utilization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.6666666666667	58.4237394672177	1.99999999999994	0.367879441171453	1	0.386222460398838
Tolerance_to_colicin_E2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.9	530.743158222506	1.99999999999994	0.367879441171453	1	0.386222460398838
Toxin-antitoxin_replicon_stabilization_systems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.26666666666667	45.2783980870937	1.99999999999994	0.367879441171453	1	0.386222460398838
Triacylglycerol_metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.46666666666667	46.3738432021041	1.99999999999994	0.367879441171453	1	0.386222460398838
tRNA_modification_yeast_cytoplasmic	0	0	0	37745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1258.16666666667	6891.26264434416	1.99999999999994	0.367879441171453	1	0.386222460398838
Two_cell_division_clusters_relating_to_chromosome_partitioning	0	0	0	0	0	0	0	0	0	0	24635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	821.166666666667	4497.71506804659	1.99999999999994	0.367879441171453	1	0.386222460398838
Two_partner_secretion_pathway_(TPS)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	4.38178046004133	1.99999999999994	0.367879441171453	1	0.386222460398838
Type_4_conjugative_transfer_system,_IncI1_type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129.1	707.109821739169	1.99999999999994	0.367879441171453	1	0.386222460398838
Widespread_colonization_island	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233333333333333	1.27801930084539	1.99999999999994	0.367879441171453	1	0.386222460398838
Xanthosine_utilization_(xap_region)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.5333333333333	397.28142837708	1.99999999999994	0.367879441171453	1	0.386222460398838
YgfZ-Iron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441.733333333333	2419.47311068615	1.99999999999994	0.367879441171453	1	0.386222460398838
Zinc_resistance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0.166666666666667	0.912870929175277	1.99999999999994	0.367879441171453	1	0.386222460398838
Lactose_utilization	0	0	1683	0	0	33	0	0	2	0	0	0	675	0	0	0	181785	198158	0	0	208944	0	0	0	151957	0	0	119	0	0	0	24778.5333333333	64499.3814772446	1.95884940778343	0.37552707598541	1	0.393706118391343
Aromatic_Amin_Catabolism	0	0	0	386	0	0	0	0	0	0	0	0	0	0	0	0	1202	0	0	400	0	0	0	0	0	0	0	5	553	0	0	84.8666666666667	252.133206902598	1.86089709762536	0.394376773458664	1	0.412897229670811
L-Cystine_Uptake_and_Metabolism	0	0	0	0	17993	18298	0	0	0	0	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0	8797	0	12585	8682	0	2223.46666666667	5322.42844323278	1.82455580865604	0.40160835588761	1	0.419888460362494
SpoVS_protein_family	2	5	0	0	0	0	0	0	0	60	0	0	0	3	2	7	0	3	0	13	0	0	70	0	0	0	0	0	2	0	0	5.56666666666667	16.4456960795288	1.79598101265825	0.407387480326061	1	0.425343953288092
Dimethylarginine_metabolism	0	0	0	0	756	0	0	0	902	0	0	0	0	0	0	2534	0	0	0	0	4986	0	0	0	1447	1203	2819	0	0	2744	0	579.7	1197.73125043804	1.65227606461089	0.437736550561438	1	0.456402070599133
D-allose_utilization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	8	0	0	12	0	4	90	0	0	0	0	33	0	8.03333333333333	23.7174216970147	1.63430523917998	0.441687518083161	1	0.459888926795379
4-Hydroxyphenylacetic_acid_catabolic_pathway	0	0	1205	999	0	0	0	0	0	0	0	0	0	682	0	0	2568	0	274	1130	0	0	0	0	0	820	0	5	0	0	0	256.1	574.352970291578	1.61395007342145	0.446205782911278	1	0.463956081545609
Acid_resistance_mechanisms	0	9109	9874	10302	11768	11663	0	20413	0	0	0	0	16602	7163	11270	0	18771	23640	13387	0	0	20169	0	3845	0	18683	11341	0	10176	0	8136	7605.86666666667	7855.33577821507	1.47421931735658	0.478494932429921	1	0.496848162714904
Listeria_phi-A118-like_prophages	0	40	183	0	96	0	79	0	0	0	0	879	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	42.6666666666667	162.796961196186	1.45462414578589	0.483206068773331	1	0.50105362534909
Phage_packaging_machinery	0	0	4261	0	3327	3433	0	0	0	0	0	0	0	0	0	0	4218	0	0	0	0	0	0	0	0	0	0	3026	0	1267	0	651.066666666667	1400.09105451022	1.33307517084281	0.51348339583111	1	0.5317218771038
Glutamine_synthetases	23596	27067	25589	27379	20528	25784	30302	40454	24940	0	22861	48103	51031	16459	20582	0	39331	47014	24605	28328	31760	36322	34565	24873	31984	0	20548	23875	20644	20213	25264.5	26291.2333333333	12472.8100301065	1.31988421287018	0.516881257724155	1	0.534510222857993
Benzoate_degradation	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	9.98136194148356	1.0379310344828	0.595135887450868	1	0.602287052987661
Campylobacter_Iron_Metabolism	0	0	0	0	47393	0	5433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1760.86666666667	8675.36026374393	1.0379310344828	0.595135887450868	1	0.602287052987661
Chitin_and_N-acetylglucosamine_utilization	0	0	0	0	0	0	0	0	0	0	9305	0	0	0	0	0	0	0	38578	0	0	0	0	0	0	0	0	0	0	0	0	1596.1	7188.15849205459	1.0379310344828	0.595135887450868	1	0.602287052987661
Copper_homeostasis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9322	0	637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331.966666666667	1701.91977774661	1.0379310344828	0.595135887450868	1	0.602287052987661
DNA-binding_regulatory_proteins,_strays	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	589	0	20.3666666666667	107.472685650446	1.0379310344828	0.595135887450868	1	0.602287052987661
ECF_class_transporters	0	0	0	0	22795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	760	4161.74718780135	1.0379310344828	0.595135887450868	1	0.602287052987661
MazEF_toxin-antitoxing_(programmed_cell_death)_system	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0.366666666666667	1.67091412795167	1.0379310344828	0.595135887450868	1	0.602287052987661
Methionine_Salvage	0	0	0	655	0	0	0	0	0	0	0	0	0	617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.4	161.435500091074	1.0379310344828	0.595135887450868	1	0.602287052987661
NADPH:quinone_oxidoreductase_2	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2	16.4010092204192	1.0379310344828	0.595135887450868	1	0.602287052987661
Neotrehalosadiamine_(NTD)_Biosynthesis_Operon	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0.233333333333333	0.897634182970313	1.0379310344828	0.595135887450868	1	0.602287052987661
Phage_tail_fiber_proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0.233333333333333	0.971430986184577	1.0379310344828	0.595135887450868	1	0.602287052987661
Phenylacetyl-CoA_catabolic_pathway_(core)	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.9	327.708275441899	1.0379310344828	0.595135887450868	1	0.602287052987661
Phosphoglycerate_transport_system	0	0	0	1904	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.1666666666667	347.425812803682	1.0379310344828	0.595135887450868	1	0.602287052987661
Ribosome_LSU_eukaryotic_and_archaeal	0	2	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	2.3889111644689	1.0379310344828	0.595135887450868	1	0.602287052987661
Ribosome_SSU_mitochondrial	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0.647719252365604	1.0379310344828	0.595135887450868	1	0.602287052987661
Terminal_cytochrome_d_ubiquinol_oxidases	0	0	0	0	30730	0	0	0	0	0	0	0	0	6785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1250.5	5703.76952640487	1.0379310344828	0.595135887450868	1	0.602287052987661
L-ascorbate_utilization_(and_related_gene_clusters)	3587	2516	3986	2997	2967	4503	3406	4069	2055	3062	2242	4363	2601	825	1560	3167	5769	4511	3606	1892	3042	2780	3616	11247	1736	3431	4524	1853	2771	5343	3114.5	3467.56666666667	1855.39685657875	0.905806451612904	0.635779657713044	1	0.642561307395316
Synthesis_of_osmoregulated_periplasmic_glucans	0	0	0	0	7629	0	0	0	4173	0	0	0	0	2819	0	0	2499	0	6868	0	0	0	0	6252	14	0	0	0	0	0	0	1008.46666666667	2240.33791683514	0.821529745042495	0.66314283637443	1	0.669323928058347
Ribosome_activity_modulation	0	0	0	1176	0	0	0	0	0	0	0	0	0	0	0	0	113	0	7010	0	0	9	0	4621	5	0	0	0	0	0	0	431.133333333333	1512.17260311421	0.796674259681067	0.67143562851483	1	0.676792827678512
Phage_nin_genes_-_N-independent_survival	284	29	115	0	0	0	6	0	0	0	0	0	168	0	0	0	710	0	0	0	19	10	0	50	0	0	0	47	236	160	0	61.1333333333333	144.010232714335	0.780516165626769	0.676882160301508	1	0.681376729759022
Ferrous_iron_transporter_EfeUOB,_low-pH-induced	0	0	0	0	3960	0	0	0	0	0	0	0	8761	0	0	0	537	0	0	0	0	0	0	3266	0	0	0	0	0	0	0	550.8	1803.16222996884	0.677898089172009	0.712518754852329	1	0.716298695196374
dTDP-rhamnose_synthesis	36449	30394	27492	30683	27612	36607	36559	0	28887	36017	35432	45483	74404	21924	29168	0	47995	45230	45153	36634	39810	0	0	27965	46053	0	23725	26735	32043	23796	30538.5	29741.6666666667	16880.2564805922	0.64026815642457	0.726051682835635	1	0.728936656409816
CBSS-196164.1.peg.1690	31589	28435	23732	30845	24788	31452	29332	0	30557	0	31822	45973	46262	19999	23888	55612	43538	53472	34287	31666	40946	0	0	25102	41731	0	30096	16153	26995	29928	30012	27606.6666666667	15488.5900124806	0.0933184357541907	0.954412588925708	1	0.956937489954612
Broadly_distributed_proteins_not_in_subsystems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4729	0	0	0	0	0	0	0	0	0	720	0	3950	0	0	313.3	1107.02512665002	0.00951599671861317	0.995253302983858	1	0.995253302983858
D-galactarate,_D-glucarate_and_D-glycerate_catabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2903	0	0	0	0	0	0	4378	0	0	0	0	3864	0	0	371.5	1150.47848366639	0.00951599671861317	0.995253302983858	1	0.995253302983858
